aeasime taga;2
kelgu `peale;2
`otsa aas;2
pan'ni=`piale;2
sai `aiged;2
tegi ta `valmis;2
`kantslist kuuluttedi maha;2
läksid `kokku;2
läheb `katti;2
`kaustade (.) `peale;2
vädäsid selle sõn'ikku `väl'lä;2
`sisse ka saand;2
`tousis üles;2
`väl'ja tõmmattud;2
tuleb `välja;2
`toodi merest `väl'la;2
üle `käija;2
`võlga `an'tti;2
ala kujuttud;2
`väl'la õmmeldud;2
lahedut `pääle;2
kingiks saand;2
ühe korraga;2
olõ=õi mull meelehh;2
lõhuvad `lahti;2
murra ne üles;2
surevatki maha;2
`ümmer sai see `aettud;2
mu käe;2
tüdis ää;2
raesus raesus menema;2
tämäl õli vahittud;2
külge tuld;2
*leikkas *katki;2
`kinni `akkas;2
`Väikse `Kam'jan;2
paneb `nahka;2
suu eest;2
`lõppes ära;2
`akkasid pulmad `piale;2
kahe *kiermesed;2
`lahti `päästnd;2
ära tappet;2
tuli *ette;2
*akkaned *vasta;2
maha=i kukku;2
ülesse tõust;2
raijud selleg põesad (.) puud pialt maha;2
tal'i `otsa;2
jumal `oitku;2
teese `pääle;2
sai ühe *pritsakka *kätte;2
läks `sisse;2
ess saa aru;2
üles `töstsi;2
tulime pialt jää *laevalt maha;2
`sisse `pistsid;2
võtt käde;2
raijutti `kat'ki;2
`võtten `kätte;2
`an'dis alt (.) e anguga `kätte;2
koogu ots;2
`nuusti keerattud;2
pane `siija `peale;2
mõõdõtti `vällä;2
`pantti `jälle `kinni;2
kige ehen;2
vaadand kaa `ringi;2
läksid siis ärä;2
ilma tuuletta;2
koha=pial;2
pliida=all;2
`seitsme+teist+kümne `aastane;2
`pan'di se sielik `sel'ga;2
ära tuli;2
`pan'tti seasi `püs'ti;2
kraani läbi;2
ära korjattud;2
ära loobittud;2
sügis=pol;2
keerdsin kasti `lahti;2
lugesin ära;2
tuln kos'ti ahu otselt maha;2
saad önne jäa `kätte;2
akkand temale ka `silma;2
paneb *ikke (.) liduma;2
naela=viisi;2
jäij=üle;2
mere sies;2
